"position","const","created","modified","description","Name","Known for","Birth date (month/day/year)",
"544","nm1404408","Mon Mar 10 11:05:20 2014","Mon Mar 10 11:05:20 2014","","Alice Eve","Actress, <a href=""http://www.imdb.com/title/tt1408101/"">Star Trek Into Darkness</a>","1982-02-06"

"545","nm1512166","Mon Mar 10 11:05:29 2014","Mon Mar 10 11:05:29 2014","","Jamie Chung","Actress, <a href=""http://www.imdb.com/title/tt2245084/"">Big Hero 6</a>","1983-04-10"

"546","nm0636426","Mon Mar 10 11:05:38 2014","Mon Mar 10 11:05:38 2014","","Noomi Rapace","Actress, <a href=""http://www.imdb.com/title/tt1446714/"">Prometheus</a>","1979-12-28"

"547","nm0515116","Mon Mar 10 11:05:46 2014","Mon Mar 10 11:05:46 2014","","Blake Lively","Actress, <a href=""http://www.imdb.com/title/tt1260025/"">Summer Kind of Wonderful</a>","1987-08-25"

"548","nm1192254","Mon Mar 10 11:05:55 2014","Mon Mar 10 11:05:55 2014","","Maggie Grace","Actress, <a href=""http://www.imdb.com/title/tt2667918/"">About Alex</a>","1983-09-21"

"549","nm0004754","Mon Mar 10 11:06:03 2014","Mon Mar 10 11:06:03 2014","","Jessica Biel","Actress, <a href=""http://www.imdb.com/title/tt0443543/"">The Illusionist</a>","1982-03-03"

"550","nm1200692","Mon Mar 10 11:06:08 2014","Mon Mar 10 11:06:08 2014","","Eva Green","Actress, <a href=""http://www.imdb.com/title/tt0381061/"">Casino Royale</a>","1980-07-06"

"576","nm0993507","Mon Mar 10 11:14:06 2014","Mon Mar 10 11:14:06 2014","","Kat Dennings","Actress, <a href=""http://www.imdb.com/title/tt0800369/"">Thor</a>","1986-06-13"

"577","nm4832920","Mon Mar 10 11:14:19 2014","Mon Mar 10 11:14:19 2014","","Quvenzhané Wallis","Actress, <a href=""http://www.imdb.com/title/tt2024544/"">12 Years a Slave</a>","2003-08-28"

"578","nm0728938","Mon Mar 10 11:14:28 2014","Mon Mar 10 11:14:28 2014","","Emmanuelle Riva","Actress, <a href=""http://www.imdb.com/title/tt1602620/"">Amour</a>","1927-02-24"

"579","nm1950086","Mon Mar 10 11:14:46 2014","Mon Mar 10 11:14:46 2014","","Greta Gerwig","Actress, <a href=""http://www.imdb.com/title/tt2347569/"">Frances Ha</a>","1983-08-04"

"580","nm0488953","Mon Mar 10 11:14:54 2014","Mon Mar 10 11:14:54 2014","","Brie Larson","Actress, <a href=""http://www.imdb.com/title/tt1232829/"">21 Jump Street</a>","1989-10-01"

"581","nm1140300","Mon Mar 10 11:15:03 2014","Mon Mar 10 11:15:03 2014","","Jessica Lucas","Actress, <a href=""http://www.imdb.com/title/tt1060277/"">Cloverfield</a>","1985-09-24"

"582","nm0880521","Mon Mar 10 11:15:29 2014","Mon Mar 10 11:15:29 2014","","Liv Ullmann","Actress, <a href=""http://www.imdb.com/title/tt0060827/"">Persona</a>","1938-12-16"

"583","nm0266029","Mon Mar 10 11:15:40 2014","Mon Mar 10 11:15:40 2014","","Maria Falconetti","Actress, <a href=""http://www.imdb.com/title/tt0019254/"">La passion de Jeanne d'Arc</a>","1892-07-21"

"584","nm0361697","Mon Mar 10 11:16:11 2014","Mon Mar 10 11:16:11 2014","","Setsuko Hara","Actress, <a href=""http://www.imdb.com/title/tt0046438/"">Tôkyô monogatari</a>","1920-06-17"

"585","nm0751426","Mon Mar 10 11:16:23 2014","Mon Mar 10 11:16:23 2014","","Rosalind Russell","Actress, <a href=""http://www.imdb.com/title/tt0032599/"">His Girl Friday</a>","1907-06-04"

"586","nm0000400","Mon Mar 10 11:16:33 2014","Mon Mar 10 11:16:33 2014","","Linda Fiorentino","Actress, <a href=""http://www.imdb.com/title/tt0119654/"">Men in Black</a>","1958-03-09"

"587","nm2829737","Mon Mar 10 11:16:42 2014","Mon Mar 10 11:16:42 2014","","Gabourey Sidibe","Actress, <a href=""http://www.imdb.com/title/tt0929632/"">Precious</a>","1983-05-06"

"588","nm0000366","Mon Mar 10 11:16:52 2014","Mon Mar 10 11:16:52 2014","","Catherine Deneuve","Actress, <a href=""http://www.imdb.com/title/tt0168629/"">Dancer in the Dark</a>","1943-10-22"

"589","nm0001201","Mon Mar 10 11:17:03 2014","Mon Mar 10 11:17:03 2014","","Mia Farrow","Actress, <a href=""http://www.imdb.com/title/tt0063522/"">Rosemary's Baby</a>","1945-02-09"

"590","nm0851582","Mon Mar 10 11:18:36 2014","Mon Mar 10 11:18:36 2014","","Audrey Tautou","Actress, <a href=""http://www.imdb.com/title/tt0211915/"">Le fabuleux destin d'Amélie Poulain</a>","1976-08-09"

"591","nm0603402","Mon Mar 10 11:18:44 2014","Mon Mar 10 11:18:44 2014","","Jeanne Moreau","Actress, <a href=""http://www.imdb.com/title/tt0055032/"">Jules et Jim</a>","1928-01-23"

"592","nm0001376","Mon Mar 10 11:18:50 2014","Mon Mar 10 11:18:50 2014","","Isabelle Huppert","Actress, <a href=""http://www.imdb.com/title/tt1602620/"">Amour</a>","1953-03-16"

"593","nm0001687","Mon Mar 10 11:19:02 2014","Mon Mar 10 11:19:02 2014","","Gena Rowlands","Actress, <a href=""http://www.imdb.com/title/tt0332280/"">The Notebook</a>","1930-06-19"

"594","nm0544334","Mon Mar 10 11:22:55 2014","Mon Mar 10 11:22:55 2014","","Lesley Manville","Actress, <a href=""http://www.imdb.com/title/tt1587310/"">Maleficent</a>","1956-03-12"

"595","nm0647634","Mon Mar 10 11:23:06 2014","Mon Mar 10 11:23:06 2014","","Elizabeth Olsen","Actress, <a href=""http://www.imdb.com/title/tt0831387/"">Godzilla</a>","1989-02-16"

"596","nm0000176","Mon Mar 10 11:23:21 2014","Mon Mar 10 11:23:21 2014","","Nastassja Kinski","Actress, <a href=""http://www.imdb.com/title/tt0083722/"">Cat People</a>","1961-01-24"

"597","nm0491259","Mon Mar 10 11:23:31 2014","Mon Mar 10 11:23:31 2014","","Mélanie Laurent","Actress, <a href=""http://www.imdb.com/title/tt0361748/"">Inglourious Basterds</a>","1983-02-21"

"598","nm0001365","Mon Mar 10 11:23:38 2014","Mon Mar 10 11:23:38 2014","","Whitney Houston","Soundtrack, <a href=""http://www.imdb.com/title/tt0103855/"">The Bodyguard</a>","1963-08-09"

"599","nm0005031","Mon Mar 10 11:25:47 2014","Mon Mar 10 11:25:47 2014","","Felicity Huffman","Actress, <a href=""http://www.imdb.com/title/tt0407265/"">Transamerica</a>","1962-12-09"

"600","nm0001767","Mon Mar 10 11:26:13 2014","Mon Mar 10 11:26:13 2014","","Imelda Staunton","Actress, <a href=""http://www.imdb.com/title/tt1587310/"">Maleficent</a>","1956-01-09"

"626","nm0913488","Mon Mar 10 11:31:50 2014","Mon Mar 10 11:31:50 2014","","Kerry Washington","Actress, <a href=""http://www.imdb.com/title/tt1853728/"">Django Unchained</a>","1977-01-31"

"627","nm0005251","Mon Mar 10 11:32:00 2014","Mon Mar 10 11:32:00 2014","","Carrie-Anne Moss","Actress, <a href=""http://www.imdb.com/title/tt0133093/"">The Matrix</a>","1967-08-21"

"628","nm0001463","Mon Mar 10 11:32:07 2014","Mon Mar 10 11:32:07 2014","","Janet Leigh","Actress, <a href=""http://www.imdb.com/title/tt0054215/"">Psycho</a>","1927-07-06"

"629","nm1503432","Mon Mar 10 11:32:17 2014","Mon Mar 10 11:32:17 2014","","Catalina Sandino Moreno","Actress, <a href=""http://www.imdb.com/title/tt0390221/"">Maria Full of Grace</a>","1981-04-19"

"630","nm0608090","Mon Mar 10 11:32:25 2014","Mon Mar 10 11:32:25 2014","","Samantha Morton","Actress, <a href=""http://www.imdb.com/title/tt0401729/"">John Carter</a>","1977-05-13"

"631","nm1095720","Mon Mar 10 11:32:37 2014","Mon Mar 10 11:32:37 2014","","Keisha Castle-Hughes","Actress, <a href=""http://www.imdb.com/title/tt0121766/"">Star Wars: Episode III - Revenge of the Sith</a>","1990-03-24"

"632","nm0000161","Mon Mar 10 11:32:45 2014","Mon Mar 10 11:32:45 2014","","Salma Hayek","Producer, <a href=""http://www.imdb.com/title/tt0120679/"">Frida</a>","1966-09-02"

"633","nm0000260","Mon Mar 10 11:32:53 2014","Mon Mar 10 11:32:53 2014","","Joan Allen","Actress, <a href=""http://www.imdb.com/title/tt0119094/"">Face/Off</a>","1956-08-20"

"634","nm0005216","Mon Mar 10 11:33:23 2014","Mon Mar 10 11:33:23 2014","","Janet McTeer","Actress, <a href=""http://www.imdb.com/title/tt0410764/"">Tideland</a>","1961-08-05"

"635","nm0005244","Mon Mar 10 11:33:45 2014","Mon Mar 10 11:33:45 2014","","Fernanda Montenegro","Actress, <a href=""http://www.imdb.com/title/tt0140888/"">Central do Brasil</a>","1929-10-16"

"636","nm0000218","Mon Mar 10 11:33:55 2014","Mon Mar 10 11:33:55 2014","","Kristin Scott Thomas","Actress, <a href=""http://www.imdb.com/title/tt0116209/"">The English Patient</a>","1960-05-24"

"637","nm0000950","Mon Mar 10 11:34:22 2014","Mon Mar 10 11:34:22 2014","","Brenda Blethyn","Actress, <a href=""http://www.imdb.com/title/tt0783233/"">Atonement</a>","1946-02-20"

"638","nm0000223","Mon Mar 10 11:34:32 2014","Mon Mar 10 11:34:32 2014","","Elisabeth Shue","Actress, <a href=""http://www.imdb.com/title/tt0164052/"">Hollow Man</a>","1963-10-06"

"639","nm0001669","Mon Mar 10 11:34:41 2014","Mon Mar 10 11:34:41 2014","","Miranda Richardson","Actress, <a href=""http://www.imdb.com/title/tt0162661/"">Sleepy Hollow</a>","1958-03-03"

"640","nm0000330","Mon Mar 10 11:34:49 2014","Mon Mar 10 11:34:49 2014","","Stockard Channing","Actress, <a href=""http://www.imdb.com/title/tt0077631/"">Grease</a>","1944-02-13"

"641","nm0000291","Mon Mar 10 11:34:59 2014","Mon Mar 10 11:34:59 2014","","Angela Bassett","Actress, <a href=""http://www.imdb.com/title/tt0396555/"">Meet the Robinsons</a>","1958-08-16"

"642","nm0001521","Mon Mar 10 11:35:07 2014","Mon Mar 10 11:35:07 2014","","Mary McDonnell","Actress, <a href=""http://www.imdb.com/title/tt0116629/"">Independence Day</a>","1952-04-28"

"643","nm0000366","Mon Mar 10 11:35:17 2014","Mon Mar 10 11:35:17 2014","","Catherine Deneuve","Actress, <a href=""http://www.imdb.com/title/tt0168629/"">Dancer in the Dark</a>","1943-10-22"

"644","nm0000368","Mon Mar 10 11:35:25 2014","Mon Mar 10 11:35:25 2014","","Laura Dern","Actress, <a href=""http://www.imdb.com/title/tt0107290/"">Jurassic Park</a>","1967-02-10"

"645","nm0172604","Mon Mar 10 11:35:37 2014","Mon Mar 10 11:35:37 2014","","Pauline Collins","Actress, <a href=""http://www.imdb.com/title/tt1182350/"">You Will Meet a Tall Dark Stranger</a>","1940-09-03"

"646","nm0000254","Mon Mar 10 11:37:20 2014","Mon Mar 10 11:37:20 2014","","Isabelle Adjani","Actress, <a href=""http://www.imdb.com/title/tt0110963/"">La reine Margot</a>","1955-06-27"

"647","nm0000429","Mon Mar 10 11:37:30 2014","Mon Mar 10 11:37:30 2014","","Melanie Griffith","Actress, <a href=""http://www.imdb.com/title/tt0096463/"">Working Girl</a>","1957-08-09"

"648","nm0000476","Mon Mar 10 11:37:40 2014","Mon Mar 10 11:37:40 2014","","Sally Kirkland","Actress, <a href=""http://www.imdb.com/title/tt0102138/"">JFK</a>","1941-10-31"

"649","nm0000737","Mon Mar 10 11:37:52 2014","Mon Mar 10 11:37:52 2014","","Jane Alexander","Actress, <a href=""http://www.imdb.com/title/tt0298130/"">The Ring</a>","1939-10-28"

"650","nm0556850","Mon Mar 10 11:38:04 2014","Mon Mar 10 11:38:04 2014","","Marsha Mason","Actress, <a href=""http://www.imdb.com/title/tt0091187/"">Heartbreak Ridge</a>","1942-04-03"

"676","nm0915865","Mon Mar 10 11:44:38 2014","Mon Mar 10 11:44:38 2014","","Jacki Weaver","Actress, <a href=""http://www.imdb.com/title/tt1045658/"">Silver Linings Playbook</a>","1947-05-25"

"677","nm0067367","Mon Mar 10 11:44:44 2014","Mon Mar 10 11:44:44 2014","","Bérénice Bejo","Actress, <a href=""http://www.imdb.com/title/tt1655442/"">The Artist</a>","1976-07-07"

"678","nm2794962","Mon Mar 10 11:44:55 2014","Mon Mar 10 11:44:55 2014","","Hailee Steinfeld","Actress, <a href=""http://www.imdb.com/title/tt1403865/"">True Grit</a>","1996-12-11"

"679","nm2284889","Mon Mar 10 11:45:09 2014","Mon Mar 10 11:45:09 2014","","Nikki Blonsky","Actress, <a href=""http://www.imdb.com/title/tt0427327/"">Hairspray</a>","1988-11-09"

"680","nm0000599","Mon Mar 10 11:45:16 2014","Mon Mar 10 11:45:16 2014","","Kathleen Quinlan","Actress, <a href=""http://www.imdb.com/title/tt0112384/"">Apollo 13</a>","1954-11-19"

"681","nm0378245","Mon Mar 10 11:45:26 2014","Mon Mar 10 11:45:26 2014","","Taraji P. Henson","Actress, <a href=""http://www.imdb.com/title/tt0421715/"">The Curious Case of Benjamin Button</a>","1970-09-11"

"682","nm0752407","Mon Mar 10 11:45:34 2014","Mon Mar 10 11:45:34 2014","","Amy Ryan","Actress, <a href=""http://www.imdb.com/title/tt0452623/"">Gone Baby Gone</a>","1968-05-03"

"683","nm0002039","Mon Mar 10 11:45:40 2014","Mon Mar 10 11:45:40 2014","","Ruby Dee","Actress, <a href=""http://www.imdb.com/title/tt0765429/"">American Gangster</a>","1922-10-27"

"684","nm0001049","Mon Mar 10 11:45:54 2014","Mon Mar 10 11:45:54 2014","","Jill Clayburgh","Actress, <a href=""http://www.imdb.com/title/tt1478338/"">Bridesmaids</a>","1944-04-30"

"685","nm0056770","Mon Mar 10 11:46:06 2014","Mon Mar 10 11:46:06 2014","","Adriana Barraza","Actress, <a href=""http://www.imdb.com/title/tt0800369/"">Thor</a>","1956-03-05"

"686","nm0452860","Mon Mar 10 11:46:18 2014","Mon Mar 10 11:46:18 2014","","Rinko Kikuchi","Actress, <a href=""http://www.imdb.com/title/tt1663662/"">Pacific Rim</a>","1981-01-06"

"687","nm0001416","Mon Mar 10 11:46:27 2014","Mon Mar 10 11:46:27 2014","","Catherine Keener","Actress, <a href=""http://www.imdb.com/title/tt1535109/"">Captain Phillips</a>","1959-03-23"

"688","nm0000515","Mon Mar 10 11:46:35 2014","Mon Mar 10 11:46:35 2014","","Virginia Madsen","Actress, <a href=""http://www.imdb.com/title/tt0375063/"">Sideways</a>","1961-09-11"

"689","nm0645683","Mon Mar 10 11:46:43 2014","Mon Mar 10 11:46:43 2014","","Sophie Okonedo","Actress, <a href=""http://www.imdb.com/title/tt1815862/"">After Earth</a>",""

"690","nm0165101","Mon Mar 10 11:46:54 2014","Mon Mar 10 11:46:54 2014","","Patricia Clarkson","Actress, <a href=""http://www.imdb.com/title/tt1130884/"">Shutter Island</a>","1959-12-29"

"691","nm0013037","Mon Mar 10 11:47:05 2014","Mon Mar 10 11:47:05 2014","","Shohreh Aghdashloo","Actress, <a href=""http://www.imdb.com/title/tt0376994/"">X-Men: The Last Stand</a>","1952-05-11"

"692","nm0517820","Mon Mar 10 11:49:39 2014","Mon Mar 10 11:49:39 2014","","Lindsay Lohan","Actress, <a href=""http://www.imdb.com/title/tt0400497/"">Herbie Fully Loaded</a>","1986-07-02"

"693","nm0005502","Mon Mar 10 11:49:50 2014","Mon Mar 10 11:49:50 2014","","Michelle Trachtenberg","Actress, <a href=""http://www.imdb.com/title/tt0065272/"">All My Children</a>","1985-10-11"

"694","nm0001721","Mon Mar 10 11:49:56 2014","Mon Mar 10 11:49:56 2014","","Chloë Sevigny","Actress, <a href=""http://www.imdb.com/title/tt0144084/"">American Psycho</a>","1974-11-18"

"695","nm0001655","Mon Mar 10 11:50:06 2014","Mon Mar 10 11:50:06 2014","","Lynn Redgrave","Actress, <a href=""http://www.imdb.com/title/tt0120684/"">Gods and Monsters</a>","1943-03-08"

"696","nm0341737","Mon Mar 10 11:50:13 2014","Mon Mar 10 11:50:13 2014","","Rachel Griffiths","Actress, <a href=""http://www.imdb.com/title/tt0221027/"">Blow</a>","1968-12-18"

"697","nm3053338","Mon Mar 10 11:50:22 2014","Mon Mar 10 11:50:22 2014","","Margot Robbie","Actress, <a href=""http://www.imdb.com/title/tt0993846/"">The Wolf of Wall Street</a>","1990-07-02"

"698","nm0000666","Mon Mar 10 11:50:34 2014","Mon Mar 10 11:50:34 2014","","Lili Taylor","Actress, <a href=""http://www.imdb.com/title/tt1457767/"">The Conjuring</a>","1967-02-20"

"699","nm0917848","Mon Mar 10 11:50:41 2014","Mon Mar 10 11:50:41 2014","","Robin Weigert","Actress, <a href=""http://www.imdb.com/title/tt1866249/"">The Sessions</a>","1969-07-07"

"700","nm1128572","Mon Mar 10 11:50:46 2014","Mon Mar 10 11:50:46 2014","","Lake Bell","Actress, <a href=""http://www.imdb.com/title/tt2294677/"">In a World...</a>","1979-03-24"

"726","nm2244205","Mon Mar 10 12:02:20 2014","Mon Mar 10 12:02:20 2014","","Léa Seydoux","Actress, <a href=""http://www.imdb.com/title/tt2278871/"">La vie d'Adèle</a>","1985-07-01"

"727","nm0424848","Sun Mar  8 12:14:02 2015","Sun Mar  8 12:14:02 2015","","Dakota Johnson","Actress, <a href=""http://www.imdb.com/title/tt2322441/"">Fifty Shades of Grey</a>","1989-10-04"

"728","nm0000365","Mon Mar 10 12:02:39 2014","Mon Mar 10 12:02:39 2014","","Julie Delpy","Actress, <a href=""http://www.imdb.com/title/tt0381681/"">Before Sunset</a>","1969-12-21"

"729","nm0000157","Mon Mar 10 12:02:45 2014","Mon Mar 10 12:02:45 2014","","Linda Hamilton","Actress, <a href=""http://www.imdb.com/title/tt0103064/"">Terminator 2: Judgment Day</a>","1956-09-26"

"730","nm0000402","Mon Mar 10 12:02:51 2014","Mon Mar 10 12:02:51 2014","","Carrie Fisher","Actress, <a href=""http://www.imdb.com/title/tt0076759/"">Star Wars</a>","1956-10-21"

"731","nm0000427","Mon Mar 10 12:02:57 2014","Mon Mar 10 12:02:57 2014","","Pam Grier","Actress, <a href=""http://www.imdb.com/title/tt0119396/"">Jackie Brown</a>","1949-05-26"

"732","nm0001951","Mon Mar 10 12:03:07 2014","Mon Mar 10 12:03:07 2014","","Björk","Soundtrack, <a href=""http://www.imdb.com/title/tt0168629/"">Dancer in the Dark</a>","1965-11-21"

"733","nm0115161","Mon Mar 10 12:03:15 2014","Mon Mar 10 12:03:15 2014","","Emily Browning","Actress, <a href=""http://www.imdb.com/title/tt0978764/"">Sucker Punch</a>","1988-12-07"

"734","nm0000496","Mon Mar 10 12:03:23 2014","Mon Mar 10 12:03:23 2014","","Juliette Lewis","Actress, <a href=""http://www.imdb.com/title/tt0110632/"">Natural Born Killers</a>","1973-06-21"

"735","nm0000572","Mon Mar 10 12:05:37 2014","Mon Mar 10 12:05:37 2014","","Sarah Jessica Parker","Actress, <a href=""http://www.imdb.com/title/tt1000774/"">Sex and the City</a>","1965-03-25"

"736","nm0001453","Mon Mar 10 13:00:25 2014","Mon Mar 10 13:00:25 2014","","Piper Laurie","Actress, <a href=""http://www.imdb.com/title/tt0074285/"">Carrie</a>","1932-01-22"

"737","nm1415323","Mon Mar 10 13:00:34 2014","Mon Mar 10 13:00:34 2014","","Miley Cyrus","Soundtrack, <a href=""http://www.imdb.com/title/tt0397892/"">Bolt</a>","1992-11-23"

"738","nm0005499","Mon Mar 10 13:02:05 2014","Mon Mar 10 13:02:05 2014","","Lily Tomlin","Actress, <a href=""http://www.imdb.com/title/tt0356721/"">I Heart Huckabees</a>","1939-09-01"

"739","nm0295484","Mon Mar 10 13:01:16 2014","Mon Mar 10 13:01:16 2014","","Anna Friel","Actress, <a href=""http://www.imdb.com/title/tt1219289/"">Limitless</a>","1976-07-12"

"740","nm0001784","Mon Mar 10 13:02:19 2014","Mon Mar 10 13:02:19 2014","","Gloria Stuart","Actress, <a href=""http://www.imdb.com/title/tt0120338/"">Titanic</a>","1910-07-04"

"741","nm0001735","Mon Mar 10 13:02:27 2014","Mon Mar 10 13:02:27 2014","","Talia Shire","Actress, <a href=""http://www.imdb.com/title/tt0075148/"">Rocky</a>","1946-04-25"

"742","nm0001656","Mon Mar 10 13:02:36 2014","Mon Mar 10 13:02:36 2014","","Donna Reed","Actress, <a href=""http://www.imdb.com/title/tt0038650/"">It's a Wonderful Life</a>","1921-01-27"

"743","nm0528987","Mon Mar 10 13:02:42 2014","Mon Mar 10 13:02:42 2014","","Sue Lyon","Actress, <a href=""http://www.imdb.com/title/tt0056193/"">Lolita</a>","1946-07-10"

"744","nm0000556","Mon Mar 10 13:02:53 2014","Mon Mar 10 13:02:53 2014","","Olivia Newton-John","Soundtrack, <a href=""http://www.imdb.com/title/tt0077631/"">Grease</a>","1948-09-26"

"745","nm0000378","Mon Mar 10 13:03:02 2014","Mon Mar 10 13:03:02 2014","","Minnie Driver","Actress, <a href=""http://www.imdb.com/title/tt0119217/"">Good Will Hunting</a>","1970-01-31"

"746","nm0000414","Mon Mar 10 13:03:10 2014","Mon Mar 10 13:03:10 2014","","Teri Garr","Actress, <a href=""http://www.imdb.com/title/tt0075860/"">Close Encounters of the Third Kind</a>","1947-12-11"

"747","nm0005392","Mon Mar 10 13:03:21 2014","Mon Mar 10 13:03:21 2014","","Keri Russell","Actress, <a href=""http://www.imdb.com/title/tt2103281/"">Dawn of the Planet of the Apes</a>","1976-03-23"

"748","nm0781029","Mon Mar 10 13:03:48 2014","Mon Mar 10 13:03:48 2014","","Jean Seberg","Actress, <a href=""http://www.imdb.com/title/tt0053472/"">À bout de souffle</a>","1938-11-13"

"749","nm0001631","Mon Mar 10 13:03:56 2014","Mon Mar 10 13:03:56 2014","","Sarah Polley","Actress, <a href=""http://www.imdb.com/title/tt0363547/"">Dawn of the Dead</a>","1979-01-08"

"750","nm0001009","Mon Mar 10 13:04:02 2014","Mon Mar 10 13:04:02 2014","","Kate Capshaw","Actress, <a href=""http://www.imdb.com/title/tt0087469/"">Indiana Jones and the Temple of Doom</a>","1953-11-03"

"776","nm0000586","Mon Mar 10 13:08:11 2014","Mon Mar 10 13:08:11 2014","","Jada Pinkett Smith","Actress, <a href=""http://www.imdb.com/title/tt0369339/"">Collateral</a>","1971-09-18"

"777","nm0001575","Mon Mar 10 13:08:37 2014","Mon Mar 10 13:08:37 2014","","Tatum O'Neal","Actress, <a href=""http://www.imdb.com/title/tt0070510/"">Paper Moon</a>","1963-11-05"

"778","nm0267506","Mon Mar 10 13:09:04 2014","Mon Mar 10 13:09:04 2014","","Anna Faris","Actress, <a href=""http://www.imdb.com/title/tt0844471/"">Cloudy with a Chance of Meatballs</a>","1976-11-29"

"779","nm2230865","Mon Mar 10 13:08:53 2014","Mon Mar 10 13:08:53 2014","","Ashley Greene","Actress, <a href=""http://www.imdb.com/title/tt1673434/"">The Twilight Saga: Breaking Dawn - Part 2</a>","1987-02-21"

"780","nm0000463","Mon Mar 10 13:09:12 2014","Mon Mar 10 13:09:12 2014","","Famke Janssen","Actress, <a href=""http://www.imdb.com/title/tt0120903/"">X-Men</a>","1964-11-05"

"781","nm0683253","Sun Mar  8 12:14:47 2015","Sun Mar  8 12:14:47 2015","","Rosamund Pike","Actress, <a href=""http://www.imdb.com/title/tt2267998/"">Gone Girl</a>","1979-01-27"

"782","nm0001372","Mon Mar 10 13:09:32 2014","Mon Mar 10 13:09:32 2014","","Bonnie Hunt","Writer, <a href=""http://www.imdb.com/title/tt0122459/"">Return to Me</a>","1961-09-22"

"783","nm0005182","Mon Mar 10 13:10:56 2014","Mon Mar 10 13:10:56 2014","","Leslie Mann","Actress, <a href=""http://www.imdb.com/title/tt0478311/"">Knocked Up</a>","1972-03-26"

"784","nm1411676","Mon Mar 10 13:11:06 2014","Mon Mar 10 13:11:06 2014","","Mindy Kaling","Actress, <a href=""http://www.imdb.com/title/tt2096673/"">Inside Out</a>","1979-06-24"

"785","nm3006818","Mon Mar 10 13:11:15 2014","Mon Mar 10 13:11:15 2014","","Analeigh Tipton","Actress, <a href=""http://www.imdb.com/title/tt1570728/"">Crazy, Stupid

"786","nm0628601","Mon Mar 10 13:11:21 2014","Mon Mar 10 13:11:21 2014","","Thandie Newton","Actress, <a href=""http://www.imdb.com/title/tt0454921/"">The Pursuit of Happyness</a>","1972-11-06"

"787","nm0001605","Mon Mar 10 13:11:31 2014","Mon Mar 10 13:11:31 2014","","Amanda Peet","Actress, <a href=""http://www.imdb.com/title/tt1190080/"">2012</a>","1972-01-11"

"788","nm0005466","Mon Mar 10 13:11:45 2014","Mon Mar 10 13:11:45 2014","","Julia Stiles","Actress, <a href=""http://www.imdb.com/title/tt0440963/"">The Bourne Ultimatum</a>","1981-03-28"

"789","nm0004742","Mon Mar 10 13:11:54 2014","Mon Mar 10 13:11:54 2014","","Maria Bello","Actress, <a href=""http://www.imdb.com/title/tt1392214/"">Prisoners</a>","1967-04-18"

"790","nm0578949","Mon Mar 10 13:12:01 2014","Mon Mar 10 13:12:01 2014","","Eva Mendes","Actress, <a href=""http://www.imdb.com/title/tt0386588/"">Hitch</a>","1974-03-05"

"791","nm1289434","Mon Mar 10 13:15:46 2014","Mon Mar 10 13:15:46 2014","","Emily Blunt","Actress, <a href=""http://www.imdb.com/title/tt1631867/"">Edge of Tomorrow</a>","1983-02-23"

"792","nm0126284","Mon Mar 10 13:16:43 2014","Mon Mar 10 13:16:43 2014","","Rose Byrne","Actress, <a href=""http://www.imdb.com/title/tt1270798/"">X-Men: First Class</a>","1979-07-24"

"793","nm0000171","Mon Mar 10 13:19:26 2014","Mon Mar 10 13:19:26 2014","","Ashley Judd","Actress, <a href=""http://www.imdb.com/title/tt1840309/"">Divergent</a>","1968-04-19"

"794","nm3592338","Mon Mar 10 13:19:39 2014","Mon Mar 10 13:19:39 2014","","Emilia Clarke","Actress, <a href=""http://www.imdb.com/title/tt1340138/"">Terminator Genisys</a>","1986-10-26"

"795","nm0000775","Mon Mar 10 13:19:46 2014","Mon Mar 10 13:19:46 2014","","Christina Applegate","Actress, <a href=""http://www.imdb.com/title/tt1966324/"">Pilot</a>","1971-11-25"

"796","nm0000505","Mon Mar 10 13:19:51 2014","Mon Mar 10 13:19:51 2014","","Nia Long","Actress, <a href=""http://www.imdb.com/title/tt0208003/"">Big Momma's House</a>","1970-10-30"

"797","nm0428065","Sun Mar  8 12:14:54 2015","Sun Mar  8 12:14:54 2015","","Felicity Jones","Actress, <a href=""http://www.imdb.com/title/tt2980516/"">The Theory of Everything</a>","1983-10-17"

"798","nm0000495","Mon Mar 10 13:20:05 2014","Mon Mar 10 13:20:05 2014","","Téa Leoni","Actress, <a href=""http://www.imdb.com/title/tt0163025/"">Jurassic Park III</a>","1966-02-25"

"799","nm1275259","Mon Mar 10 13:23:35 2014","Mon Mar 10 13:23:35 2014","","Alexandra Daddario","Actress, <a href=""http://www.imdb.com/title/tt2126355/"">San Andreas</a>","1986-03-16"

"800","nm0540441","Mon Mar 10 13:23:41 2014","Mon Mar 10 13:23:41 2014","","Jena Malone","Actress, <a href=""http://www.imdb.com/title/tt0118884/"">Contact</a>","1984-11-21"

"826","nm0005154","Mon Mar 10 13:28:18 2014","Mon Mar 10 13:28:18 2014","","Lucy Liu","Actress, <a href=""http://www.imdb.com/title/tt0266697/"">Kill Bill: Vol. 1</a>","1968-12-02"

"827","nm0005381","Mon Mar 10 13:28:27 2014","Mon Mar 10 13:28:27 2014","","Rebecca Romijn","Actress, <a href=""http://www.imdb.com/title/tt0290334/"">X2</a>","1972-11-06"

